chlor_raw,lat,lon,chlor
375.0,-39.999733813632,-73.99647574113528,-0.2218487496163564
375.0,-39.999733813632,-73.9919841647147,-0.2218487496163564
375.0,-39.999733813632,-73.98749258829409,-0.2218487496163564
375.0,-39.999733813632,-73.9830010118735,-0.2218487496163564
375.0,-39.999733813632,-73.97850943545289,-0.2218487496163564
375.0,-39.999733813632,-73.9740178590323,-0.2218487496163564
375.0,-39.999733813632,-73.9695262826117,-0.2218487496163564
375.0,-39.999733813632,-73.9650347061911,-0.2218487496163564
375.0,-39.999733813632,-73.96054312977051,-0.2218487496163564
315.0,-39.999733813632,-73.95605155334991,-0.2975694635544747
315.0,-39.999733813632,-73.95155997692932,-0.2975694635544747
315.0,-39.999733813632,-73.94706840050871,-0.2975694635544747
315.0,-39.999733813632,-73.94257682408812,-0.2975694635544747
315.0,-39.999733813632,-73.93808524766752,-0.2975694635544747
315.0,-39.999733813632,-73.93359367124692,-0.2975694635544747
315.0,-39.999733813632,-73.92910209482632,-0.2975694635544747
315.0,-39.999733813632,-73.92461051840573,-0.2975694635544747
315.0,-39.999733813632,-73.92011894198512,-0.2975694635544747
251.0,-39.999733813632,-73.91562736556453,-0.3962062958630371
251.0,-39.999733813632,-73.91113578914393,-0.3962062958630371
251.0,-39.999733813632,-73.90664421272334,-0.3962062958630371
251.0,-39.999733813632,-73.90215263630274,-0.3962062958630371
251.0,-39.999733813632,-73.89766105988214,-0.3962062958630371
251.0,-39.999733813632,-73.89316948346155,-0.3962062958630371
251.0,-39.999733813632,-73.88867790704094,-0.3962062958630371
251.0,-39.999733813632,-73.88418633062035,-0.3962062958630371
251.0,-39.999733813632,-73.87969475419975,-0.3962062958630371
251.0,-39.999733813632,-73.87520317777916,-0.3962062958630371
192.0,-39.999733813632,-73.87071160135855,-0.5125787886405255
192.0,-39.999733813632,-73.86622002493796,-0.5125787886405255
192.0,-39.999733813632,-73.86172844851735,-0.5125787886405255
192.0,-39.999733813632,-73.85723687209676,-0.5125787886405255
192.0,-39.999733813632,-73.85274529567616,-0.5125787886405255
192.0,-39.999733813632,-73.84825371925557,-0.5125787886405255
192.0,-39.999733813632,-73.84376214283498,-0.5125787886405255
192.0,-39.999733813632,-73.83927056641437,-0.5125787886405255
192.0,-39.999733813632,-73.83477898999378,-0.5125787886405255
192.0,-39.999733813632,-73.83028741357317,-0.5125787886405255
192.0,-39.999733813632,-73.82579583715258,-0.5125787886405255
192.0,-39.999733813632,-73.82130426073198,-0.5125787886405255
192.0,-39.999733813632,-73.81681268431139,-0.5125787886405255
192.0,-39.999733813632,-73.81232110789078,-0.5125787886405255
192.0,-39.999733813632,-73.80782953147019,-0.5125787886405255
192.0,-39.999733813632,-73.80333795504959,-0.5125787886405255
192.0,-39.999733813632,-73.798846378629,-0.5125787886405255
192.0,-39.999733813632,-73.79435480220839,-0.5125787886405255
182.0,-39.999733813632,-73.7898632257878,-0.5358086293590004
182.0,-39.999733813632,-73.7853716493672,-0.5358086293590004
182.0,-39.999733813632,-73.7808800729466,-0.5358086293590004
182.0,-39.999733813632,-73.77638849652601,-0.5358086293590004
182.0,-39.999733813632,-73.7718969201054,-0.5358086293590004
