chlor,lat,lon
220.0,-39.999733813632,-73.70901485021705
277.0,-39.999733813632,-73.70452327379644
277.0,-39.999733813632,-73.70003169737585
277.0,-39.999733813632,-73.69554012095524
277.0,-39.999733813632,-73.69104854453465
277.0,-39.999733813632,-73.68655696811405
277.0,-39.999733813632,-73.68206539169346
277.0,-39.999733813632,-73.67757381527285
277.0,-39.999733813632,-73.67308223885226
277.0,-39.999733813632,-73.66859066243167
6557.0,-39.999733813632,-73.66409908601106
6557.0,-39.999733813632,-73.65960750959047
6557.0,-39.999733813632,-73.65511593316987
6557.0,-39.999733813632,-73.65062435674928
6557.0,-39.999733813632,-73.64613278032867
6557.0,-39.999733813632,-73.64164120390808
6557.0,-39.999733813632,-73.63714962748747
6557.0,-39.999733813632,-73.63265805106688
6557.0,-39.999733813632,-73.62816647464628
6557.0,-39.999733813632,-73.62367489822569
6557.0,-39.999733813632,-73.61918332180508
6557.0,-39.999733813632,-73.61469174538449
6557.0,-39.999733813632,-73.6102001689639
6557.0,-39.999733813632,-73.6057085925433
6557.0,-39.999733813632,-73.6012170161227
6557.0,-39.999733813632,-73.5967254397021
6557.0,-39.999733813632,-73.5922338632815
6557.0,-39.999733813632,-73.5877422868609
328.5,-39.9952422372114,-73.99647574113528
328.5,-39.9952422372114,-73.9919841647147
328.5,-39.9952422372114,-73.98749258829409
328.5,-39.9952422372114,-73.9830010118735
328.5,-39.9952422372114,-73.97850943545289
328.5,-39.9952422372114,-73.9740178590323
328.5,-39.9952422372114,-73.9695262826117
328.5,-39.9952422372114,-73.9650347061911
328.5,-39.9952422372114,-73.96054312977051
374.0,-39.9952422372114,-73.95605155334991
374.0,-39.9952422372114,-73.95155997692932
374.0,-39.9952422372114,-73.94706840050871
374.0,-39.9952422372114,-73.94257682408812
374.0,-39.9952422372114,-73.93808524766752
374.0,-39.9952422372114,-73.93359367124692
374.0,-39.9952422372114,-73.92910209482632
374.0,-39.9952422372114,-73.92461051840573
374.0,-39.9952422372114,-73.92011894198512
372.5,-39.9952422372114,-73.91562736556453
372.5,-39.9952422372114,-73.91113578914393
372.5,-39.9952422372114,-73.90664421272334
372.5,-39.9952422372114,-73.90215263630274
372.5,-39.9952422372114,-73.89766105988214
372.5,-39.9952422372114,-73.89316948346155
372.5,-39.9952422372114,-73.88867790704094
372.5,-39.9952422372114,-73.88418633062035
372.5,-39.9952422372114,-73.87969475419975
372.5,-39.9952422372114,-73.87520317777916
240.0,-39.9952422372114,-73.87071160135855
240.0,-39.9952422372114,-73.86622002493796
240.0,-39.9952422372114,-73.86172844851735
240.0,-39.9952422372114,-73.85723687209676
240.0,-39.9952422372114,-73.85274529567616
240.0,-39.9952422372114,-73.84825371925557
240.0,-39.9952422372114,-73.84376214283498
240.0,-39.9952422372114,-73.83927056641437
240.0,-39.9952422372114,-73.83477898999378
240.0,-39.9952422372114,-73.83028741357317
240.0,-39.9952422372114,-73.82579583715258
240.0,-39.9952422372114,-73.82130426073198
240.0,-39.9952422372114,-73.81681268431139
240.0,-39.9952422372114,-73.81232110789078
240.0,-39.9952422372114,-73.80782953147019
240.0,-39.9952422372114,-73.80333795504959
240.0,-39.9952422372114,-73.798846378629
240.0,-39.9952422372114,-73.79435480220839
227.0,-39.9952422372114,-73.7898632257878
227.0,-39.9952422372114,-73.7853716493672
227.0,-39.9952422372114,-73.7808800729466
227.0,-39.9952422372114,-73.77638849652601
227.0,-39.9952422372114,-73.7718969201054
227.0,-39.9952422372114,-73.76740534368481
227.0,-39.9952422372114,-73.76291376726421
227.0,-39.9952422372114,-73.75842219084362
227.0,-39.9952422372114,-73.75393061442301
220.0,-39.9952422372114,-73.74943903800242
220.0,-39.9952422372114,-73.74494746158182
220.0,-39.9952422372114,-73.74045588516123
220.0,-39.9952422372114,-73.73596430874062
220.0,-39.9952422372114,-73.73147273232003
220.0,-39.9952422372114,-73.72698115589944
220.0,-39.9952422372114,-73.72248957947883
220.0,-39.9952422372114,-73.71799800305824
220.0,-39.9952422372114,-73.71350642663764
220.0,-39.9952422372114,-73.70901485021705
277.0,-39.9952422372114,-73.70452327379644
277.0,-39.9952422372114,-73.70003169737585
277.0,-39.9952422372114,-73.69554012095524
277.0,-39.9952422372114,-73.69104854453465
277.0,-39.9952422372114,-73.68655696811405
277.0,-39.9952422372114,-73.68206539169346
277.0,-39.9952422372114,-73.67757381527285
277.0,-39.9952422372114,-73.67308223885226
277.0,-39.9952422372114,-73.66859066243167
6557.0,-39.9952422372114,-73.66409908601106
6557.0,-39.9952422372114,-73.65960750959047
6557.0,-39.9952422372114,-73.65511593316987
6557.0,-39.9952422372114,-73.65062435674928
6557.0,-39.9952422372114,-73.64613278032867
6557.0,-39.9952422372114,-73.64164120390808
6557.0,-39.9952422372114,-73.63714962748747
6557.0,-39.9952422372114,-73.63265805106688
6557.0,-39.9952422372114,-73.62816647464628
6557.0,-39.9952422372114,-73.62367489822569
6557.0,-39.9952422372114,-73.61918332180508
6557.0,-39.9952422372114,-73.61469174538449
6557.0,-39.9952422372114,-73.6102001689639
6557.0,-39.9952422372114,-73.6057085925433
6557.0,-39.9952422372114,-73.6012170161227
6557.0,-39.9952422372114,-73.5967254397021
6557.0,-39.9952422372114,-73.5922338632815
6557.0,-39.9952422372114,-73.5877422868609
328.5,-39.9907506607908,-73.99647574113528
328.5,-39.9907506607908,-73.9919841647147
328.5,-39.9907506607908,-73.98749258829409
328.5,-39.9907506607908,-73.9830010118735
328.5,-39.9907506607908,-73.97850943545289
328.5,-39.9907506607908,-73.9740178590323
328.5,-39.9907506607908,-73.9695262826117
328.5,-39.9907506607908,-73.9650347061911
328.5,-39.9907506607908,-73.96054312977051
374.0,-39.9907506607908,-73.95605155334991
374.0,-39.9907506607908,-73.95155997692932
374.0,-39.9907506607908,-73.94706840050871
374.0,-39.9907506607908,-73.94257682408812
374.0,-39.9907506607908,-73.93808524766752
374.0,-39.9907506607908,-73.93359367124692
374.0,-39.9907506607908,-73.92910209482632
374.0,-39.9907506607908,-73.92461051840573
374.0,-39.9907506607908,-73.92011894198512
372.5,-39.9907506607908,-73.91562736556453
372.5,-39.9907506607908,-73.91113578914393
372.5,-39.9907506607908,-73.90664421272334
372.5,-39.9907506607908,-73.90215263630274
372.5,-39.9907506607908,-73.89766105988214
372.5,-39.9907506607908,-73.89316948346155
372.5,-39.9907506607908,-73.88867790704094
372.5,-39.9907506607908,-73.88418633062035
372.5,-39.9907506607908,-73.87969475419975
372.5,-39.9907506607908,-73.87520317777916
240.0,-39.9907506607908,-73.87071160135855
240.0,-39.9907506607908,-73.86622002493796
240.0,-39.9907506607908,-73.86172844851735
240.0,-39.9907506607908,-73.85723687209676
240.0,-39.9907506607908,-73.85274529567616
240.0,-39.9907506607908,-73.84825371925557
240.0,-39.9907506607908,-73.84376214283498
240.0,-39.9907506607908,-73.83927056641437
240.0,-39.9907506607908,-73.83477898999378
240.0,-39.9907506607908,-73.83028741357317
240.0,-39.9907506607908,-73.82579583715258
240.0,-39.9907506607908,-73.82130426073198
240.0,-39.9907506607908,-73.81681268431139
240.0,-39.9907506607908,-73.81232110789078
240.0,-39.9907506607908,-73.80782953147019
240.0,-39.9907506607908,-73.80333795504959
240.0,-39.9907506607908,-73.798846378629
240.0,-39.9907506607908,-73.79435480220839
227.0,-39.9907506607908,-73.7898632257878
227.0,-39.9907506607908,-73.7853716493672
227.0,-39.9907506607908,-73.7808800729466
227.0,-39.9907506607908,-73.77638849652601
227.0,-39.9907506607908,-73.7718969201054
227.0,-39.9907506607908,-73.76740534368481
227.0,-39.9907506607908,-73.76291376726421
227.0,-39.9907506607908,-73.75842219084362
227.0,-39.9907506607908,-73.75393061442301
220.0,-39.9907506607908,-73.74943903800242
220.0,-39.9907506607908,-73.74494746158182
220.0,-39.9907506607908,-73.74045588516123
220.0,-39.9907506607908,-73.73596430874062
220.0,-39.9907506607908,-73.73147273232003
220.0,-39.9907506607908,-73.72698115589944
220.0,-39.9907506607908,-73.72248957947883
220.0,-39.9907506607908,-73.71799800305824
220.0,-39.9907506607908,-73.71350642663764
220.0,-39.9907506607908,-73.70901485021705
277.0,-39.9907506607908,-73.70452327379644
277.0,-39.9907506607908,-73.70003169737585
277.0,-39.9907506607908,-73.69554012095524
277.0,-39.9907506607908,-73.69104854453465
277.0,-39.9907506607908,-73.68655696811405
277.0,-39.9907506607908,-73.68206539169346
277.0,-39.9907506607908,-73.67757381527285
277.0,-39.9907506607908,-73.67308223885226
277.0,-39.9907506607908,-73.66859066243167
6557.0,-39.9907506607908,-73.66409908601106
6557.0,-39.9907506607908,-73.65960750959047
6557.0,-39.9907506607908,-73.65511593316987
6557.0,-39.9907506607908,-73.65062435674928
6557.0,-39.9907506607908,-73.64613278032867
6557.0,-39.9907506607908,-73.64164120390808
6557.0,-39.9907506607908,-73.63714962748747
6557.0,-39.9907506607908,-73.63265805106688
6557.0,-39.9907506607908,-73.62816647464628
6557.0,-39.9907506607908,-73.62367489822569
6557.0,-39.9907506607908,-73.61918332180508
6557.0,-39.9907506607908,-73.61469174538449
6557.0,-39.9907506607908,-73.6102001689639
6557.0,-39.9907506607908,-73.6057085925433
6557.0,-39.9907506607908,-73.6012170161227
6557.0,-39.9907506607908,-73.5967254397021
6557.0,-39.9907506607908,-73.5922338632815
6557.0,-39.9907506607908,-73.5877422868609
328.5,-39.986259084370204,-73.99647574113528
328.5,-39.986259084370204,-73.9919841647147
328.5,-39.986259084370204,-73.98749258829409
328.5,-39.986259084370204,-73.9830010118735
328.5,-39.986259084370204,-73.97850943545289
328.5,-39.986259084370204,-73.9740178590323
328.5,-39.986259084370204,-73.9695262826117
328.5,-39.986259084370204,-73.9650347061911
328.5,-39.986259084370204,-73.96054312977051
374.0,-39.986259084370204,-73.95605155334991
374.0,-39.986259084370204,-73.95155997692932
374.0,-39.986259084370204,-73.94706840050871
374.0,-39.986259084370204,-73.94257682408812
374.0,-39.986259084370204,-73.93808524766752
374.0,-39.986259084370204,-73.93359367124692
374.0,-39.986259084370204,-73.92910209482632
374.0,-39.986259084370204,-73.92461051840573
374.0,-39.986259084370204,-73.92011894198512
372.5,-39.986259084370204,-73.91562736556453
372.5,-39.986259084370204,-73.91113578914393
372.5,-39.986259084370204,-73.90664421272334
372.5,-39.986259084370204,-73.90215263630274
372.5,-39.986259084370204,-73.89766105988214
372.5,-39.986259084370204,-73.89316948346155
372.5,-39.986259084370204,-73.88867790704094
372.5,-39.986259084370204,-73.88418633062035
372.5,-39.986259084370204,-73.87969475419975
372.5,-39.986259084370204,-73.87520317777916
240.0,-39.986259084370204,-73.87071160135855
240.0,-39.986259084370204,-73.86622002493796
240.0,-39.986259084370204,-73.86172844851735
240.0,-39.986259084370204,-73.85723687209676
240.0,-39.986259084370204,-73.85274529567616
240.0,-39.986259084370204,-73.84825371925557
240.0,-39.986259084370204,-73.84376214283498
240.0,-39.986259084370204,-73.83927056641437
240.0,-39.986259084370204,-73.83477898999378
240.0,-39.986259084370204,-73.83028741357317
240.0,-39.986259084370204,-73.82579583715258
240.0,-39.986259084370204,-73.82130426073198
240.0,-39.986259084370204,-73.81681268431139
240.0,-39.986259084370204,-73.81232110789078
240.0,-39.986259084370204,-73.80782953147019
240.0,-39.986259084370204,-73.80333795504959
240.0,-39.986259084370204,-73.798846378629
240.0,-39.986259084370204,-73.79435480220839
227.0,-39.986259084370204,-73.7898632257878
227.0,-39.986259084370204,-73.7853716493672
227.0,-39.986259084370204,-73.7808800729466
227.0,-39.986259084370204,-73.77638849652601
227.0,-39.986259084370204,-73.7718969201054
227.0,-39.986259084370204,-73.76740534368481
227.0,-39.986259084370204,-73.76291376726421
227.0,-39.986259084370204,-73.75842219084362
227.0,-39.986259084370204,-73.75393061442301
220.0,-39.986259084370204,-73.74943903800242
220.0,-39.986259084370204,-73.74494746158182
220.0,-39.986259084370204,-73.74045588516123
220.0,-39.986259084370204,-73.73596430874062
220.0,-39.986259084370204,-73.73147273232003
220.0,-39.986259084370204,-73.72698115589944
220.0,-39.986259084370204,-73.72248957947883
220.0,-39.986259084370204,-73.71799800305824
220.0,-39.986259084370204,-73.71350642663764
220.0,-39.986259084370204,-73.70901485021705
277.0,-39.986259084370204,-73.70452327379644
277.0,-39.986259084370204,-73.70003169737585
277.0,-39.986259084370204,-73.69554012095524
277.0,-39.986259084370204,-73.69104854453465
277.0,-39.986259084370204,-73.68655696811405
277.0,-39.986259084370204,-73.68206539169346
277.0,-39.986259084370204,-73.67757381527285
277.0,-39.986259084370204,-73.67308223885226
277.0,-39.986259084370204,-73.66859066243167
6557.0,-39.986259084370204,-73.66409908601106
6557.0,-39.986259084370204,-73.65960750959047
6557.0,-39.986259084370204,-73.65511593316987
6557.0,-39.986259084370204,-73.65062435674928
6557.0,-39.986259084370204,-73.64613278032867
6557.0,-39.986259084370204,-73.64164120390808
6557.0,-39.986259084370204,-73.63714962748747
6557.0,-39.986259084370204,-73.63265805106688
6557.0,-39.986259084370204,-73.62816647464628
6557.0,-39.986259084370204,-73.62367489822569
6557.0,-39.986259084370204,-73.61918332180508
6557.0,-39.986259084370204,-73.61469174538449
6557.0,-39.986259084370204,-73.6102001689639
6557.0,-39.986259084370204,-73.6057085925433
6557.0,-39.986259084370204,-73.6012170161227
6557.0,-39.986259084370204,-73.5967254397021
6557.0,-39.986259084370204,-73.5922338632815
6557.0,-39.986259084370204,-73.5877422868609
328.5,-39.981767507949606,-73.99647574113528
328.5,-39.981767507949606,-73.9919841647147
328.5,-39.981767507949606,-73.98749258829409
328.5,-39.981767507949606,-73.9830010118735
328.5,-39.981767507949606,-73.97850943545289
328.5,-39.981767507949606,-73.9740178590323
328.5,-39.981767507949606,-73.9695262826117
328.5,-39.981767507949606,-73.9650347061911
328.5,-39.981767507949606,-73.96054312977051
374.0,-39.981767507949606,-73.95605155334991
374.0,-39.981767507949606,-73.95155997692932
374.0,-39.981767507949606,-73.94706840050871
374.0,-39.981767507949606,-73.94257682408812
374.0,-39.981767507949606,-73.93808524766752
374.0,-39.981767507949606,-73.93359367124692
374.0,-39.981767507949606,-73.92910209482632
374.0,-39.981767507949606,-73.92461051840573
374.0,-39.981767507949606,-73.92011894198512
372.5,-39.981767507949606,-73.91562736556453
372.5,-39.981767507949606,-73.91113578914393
372.5,-39.981767507949606,-73.90664421272334
372.5,-39.981767507949606,-73.90215263630274
372.5,-39.981767507949606,-73.89766105988214
372.5,-39.981767507949606,-73.89316948346155
372.5,-39.981767507949606,-73.88867790704094
372.5,-39.981767507949606,-73.88418633062035
372.5,-39.981767507949606,-73.87969475419975
372.5,-39.981767507949606,-73.87520317777916
240.0,-39.981767507949606,-73.87071160135855
240.0,-39.981767507949606,-73.86622002493796
240.0,-39.981767507949606,-73.86172844851735
240.0,-39.981767507949606,-73.85723687209676
240.0,-39.981767507949606,-73.85274529567616
240.0,-39.981767507949606,-73.84825371925557
240.0,-39.981767507949606,-73.84376214283498
240.0,-39.981767507949606,-73.83927056641437
240.0,-39.981767507949606,-73.83477898999378
240.0,-39.981767507949606,-73.83028741357317
240.0,-39.981767507949606,-73.82579583715258
240.0,-39.981767507949606,-73.82130426073198
240.0,-39.981767507949606,-73.81681268431139
240.0,-39.981767507949606,-73.81232110789078
240.0,-39.981767507949606,-73.80782953147019
240.0,-39.981767507949606,-73.80333795504959
240.0,-39.981767507949606,-73.798846378629
240.0,-39.981767507949606,-73.79435480220839
227.0,-39.981767507949606,-73.7898632257878
227.0,-39.981767507949606,-73.7853716493672
227.0,-39.981767507949606,-73.7808800729466
227.0,-39.981767507949606,-73.77638849652601
227.0,-39.981767507949606,-73.7718969201054
227.0,-39.981767507949606,-73.76740534368481
227.0,-39.981767507949606,-73.76291376726421
227.0,-39.981767507949606,-73.75842219084362
227.0,-39.981767507949606,-73.75393061442301
220.0,-39.981767507949606,-73.74943903800242
220.0,-39.981767507949606,-73.74494746158182
220.0,-39.981767507949606,-73.74045588516123
220.0,-39.981767507949606,-73.73596430874062
220.0,-39.981767507949606,-73.73147273232003
220.0,-39.981767507949606,-73.72698115589944
220.0,-39.981767507949606,-73.72248957947883
220.0,-39.981767507949606,-73.71799800305824
220.0,-39.981767507949606,-73.71350642663764
220.0,-39.981767507949606,-73.70901485021705
277.0,-39.981767507949606,-73.70452327379644
277.0,-39.981767507949606,-73.70003169737585
277.0,-39.981767507949606,-73.69554012095524
277.0,-39.981767507949606,-73.69104854453465
277.0,-39.981767507949606,-73.68655696811405
277.0,-39.981767507949606,-73.68206539169346
277.0,-39.981767507949606,-73.67757381527285
277.0,-39.981767507949606,-73.67308223885226
277.0,-39.981767507949606,-73.66859066243167
6557.0,-39.981767507949606,-73.66409908601106
6557.0,-39.981767507949606,-73.65960750959047
6557.0,-39.981767507949606,-73.65511593316987
6557.0,-39.981767507949606,-73.65062435674928
6557.0,-39.981767507949606,-73.64613278032867
6557.0,-39.981767507949606,-73.64164120390808
6557.0,-39.981767507949606,-73.63714962748747
6557.0,-39.981767507949606,-73.63265805106688
6557.0,-39.981767507949606,-73.62816647464628
6557.0,-39.981767507949606,-73.62367489822569
6557.0,-39.981767507949606,-73.61918332180508
6557.0,-39.981767507949606,-73.61469174538449
6557.0,-39.981767507949606,-73.6102001689639
6557.0,-39.981767507949606,-73.6057085925433
6557.0,-39.981767507949606,-73.6012170161227
6557.0,-39.981767507949606,-73.5967254397021
6557.0,-39.981767507949606,-73.5922338632815
6557.0,-39.981767507949606,-73.5877422868609
328.5,-39.97727593152901,-73.99647574113528
328.5,-39.97727593152901,-73.9919841647147
328.5,-39.97727593152901,-73.98749258829409
328.5,-39.97727593152901,-73.9830010118735
328.5,-39.97727593152901,-73.97850943545289
328.5,-39.97727593152901,-73.9740178590323
328.5,-39.97727593152901,-73.9695262826117
328.5,-39.97727593152901,-73.9650347061911
328.5,-39.97727593152901,-73.96054312977051
374.0,-39.97727593152901,-73.95605155334991
374.0,-39.97727593152901,-73.95155997692932
374.0,-39.97727593152901,-73.94706840050871
374.0,-39.97727593152901,-73.94257682408812
374.0,-39.97727593152901,-73.93808524766752
374.0,-39.97727593152901,-73.93359367124692
374.0,-39.97727593152901,-73.92910209482632
374.0,-39.97727593152901,-73.92461051840573
374.0,-39.97727593152901,-73.92011894198512
372.5,-39.97727593152901,-73.91562736556453
372.5,-39.97727593152901,-73.91113578914393
372.5,-39.97727593152901,-73.90664421272334
372.5,-39.97727593152901,-73.90215263630274
372.5,-39.97727593152901,-73.89766105988214
372.5,-39.97727593152901,-73.89316948346155
372.5,-39.97727593152901,-73.88867790704094
372.5,-39.97727593152901,-73.88418633062035
372.5,-39.97727593152901,-73.87969475419975
372.5,-39.97727593152901,-73.87520317777916
240.0,-39.97727593152901,-73.87071160135855
240.0,-39.97727593152901,-73.86622002493796
240.0,-39.97727593152901,-73.86172844851735
240.0,-39.97727593152901,-73.85723687209676
240.0,-39.97727593152901,-73.85274529567616
240.0,-39.97727593152901,-73.84825371925557
240.0,-39.97727593152901,-73.84376214283498
240.0,-39.97727593152901,-73.83927056641437
240.0,-39.97727593152901,-73.83477898999378
240.0,-39.97727593152901,-73.83028741357317
240.0,-39.97727593152901,-73.82579583715258
240.0,-39.97727593152901,-73.82130426073198
240.0,-39.97727593152901,-73.81681268431139
240.0,-39.97727593152901,-73.81232110789078
240.0,-39.97727593152901,-73.80782953147019
240.0,-39.97727593152901,-73.80333795504959
240.0,-39.97727593152901,-73.798846378629
240.0,-39.97727593152901,-73.79435480220839
227.0,-39.97727593152901,-73.7898632257878
227.0,-39.97727593152901,-73.7853716493672
227.0,-39.97727593152901,-73.7808800729466
227.0,-39.97727593152901,-73.77638849652601
227.0,-39.97727593152901,-73.7718969201054
227.0,-39.97727593152901,-73.76740534368481
227.0,-39.97727593152901,-73.76291376726421
227.0,-39.97727593152901,-73.75842219084362
227.0,-39.97727593152901,-73.75393061442301
220.0,-39.97727593152901,-73.74943903800242
220.0,-39.97727593152901,-73.74494746158182
220.0,-39.97727593152901,-73.74045588516123
220.0,-39.97727593152901,-73.73596430874062
220.0,-39.97727593152901,-73.73147273232003
220.0,-39.97727593152901,-73.72698115589944
220.0,-39.97727593152901,-73.72248957947883
220.0,-39.97727593152901,-73.71799800305824
220.0,-39.97727593152901,-73.71350642663764
220.0,-39.97727593152901,-73.70901485021705
277.0,-39.97727593152901,-73.70452327379644
277.0,-39.97727593152901,-73.70003169737585
277.0,-39.97727593152901,-73.69554012095524
277.0,-39.97727593152901,-73.69104854453465
277.0,-39.97727593152901,-73.68655696811405
277.0,-39.97727593152901,-73.68206539169346
277.0,-39.97727593152901,-73.67757381527285
277.0,-39.97727593152901,-73.67308223885226
277.0,-39.97727593152901,-73.66859066243167
6557.0,-39.97727593152901,-73.66409908601106
6557.0,-39.97727593152901,-73.65960750959047
6557.0,-39.97727593152901,-73.65511593316987
6557.0,-39.97727593152901,-73.65062435674928
6557.0,-39.97727593152901,-73.64613278032867
6557.0,-39.97727593152901,-73.64164120390808
6557.0,-39.97727593152901,-73.63714962748747
6557.0,-39.97727593152901,-73.63265805106688
6557.0,-39.97727593152901,-73.62816647464628
6557.0,-39.97727593152901,-73.62367489822569
6557.0,-39.97727593152901,-73.61918332180508
6557.0,-39.97727593152901,-73.61469174538449
6557.0,-39.97727593152901,-73.6102001689639
6557.0,-39.97727593152901,-73.6057085925433
6557.0,-39.97727593152901,-73.6012170161227
6557.0,-39.97727593152901,-73.5967254397021
6557.0,-39.97727593152901,-73.5922338632815
6557.0,-39.97727593152901,-73.5877422868609
328.5,-39.97278435510841,-73.99647574113528
328.5,-39.97278435510841,-73.9919841647147
328.5,-39.97278435510841,-73.98749258829409
328.5,-39.97278435510841,-73.9830010118735
328.5,-39.97278435510841,-73.97850943545289
328.5,-39.97278435510841,-73.9740178590323
328.5,-39.97278435510841,-73.9695262826117
328.5,-39.97278435510841,-73.9650347061911
328.5,-39.97278435510841,-73.96054312977051
374.0,-39.97278435510841,-73.95605155334991
374.0,-39.97278435510841,-73.95155997692932
374.0,-39.97278435510841,-73.94706840050871
374.0,-39.97278435510841,-73.94257682408812
374.0,-39.97278435510841,-73.93808524766752
374.0,-39.97278435510841,-73.93359367124692
374.0,-39.97278435510841,-73.92910209482632
374.0,-39.97278435510841,-73.92461051840573
374.0,-39.97278435510841,-73.92011894198512
372.5,-39.97278435510841,-73.91562736556453
372.5,-39.97278435510841,-73.91113578914393
372.5,-39.97278435510841,-73.90664421272334
372.5,-39.97278435510841,-73.90215263630274
372.5,-39.97278435510841,-73.89766105988214
372.5,-39.97278435510841,-73.89316948346155
372.5,-39.97278435510841,-73.88867790704094
372.5,-39.97278435510841,-73.88418633062035
372.5,-39.97278435510841,-73.87969475419975
372.5,-39.97278435510841,-73.87520317777916
240.0,-39.97278435510841,-73.87071160135855
240.0,-39.97278435510841,-73.86622002493796
240.0,-39.97278435510841,-73.86172844851735
240.0,-39.97278435510841,-73.85723687209676
240.0,-39.97278435510841,-73.85274529567616
240.0,-39.97278435510841,-73.84825371925557
240.0,-39.97278435510841,-73.84376214283498
240.0,-39.97278435510841,-73.83927056641437
240.0,-39.97278435510841,-73.83477898999378
240.0,-39.97278435510841,-73.83028741357317
240.0,-39.97278435510841,-73.82579583715258
240.0,-39.97278435510841,-73.82130426073198
240.0,-39.97278435510841,-73.81681268431139
240.0,-39.97278435510841,-73.81232110789078
240.0,-39.97278435510841,-73.80782953147019
240.0,-39.97278435510841,-73.80333795504959
240.0,-39.97278435510841,-73.798846378629
240.0,-39.97278435510841,-73.79435480220839
227.0,-39.97278435510841,-73.7898632257878
227.0,-39.97278435510841,-73.7853716493672
227.0,-39.97278435510841,-73.7808800729466
227.0,-39.97278435510841,-73.77638849652601
227.0,-39.97278435510841,-73.7718969201054
227.0,-39.97278435510841,-73.76740534368481
227.0,-39.97278435510841,-73.76291376726421
227.0,-39.97278435510841,-73.75842219084362
227.0,-39.97278435510841,-73.75393061442301
220.0,-39.97278435510841,-73.74943903800242
220.0,-39.97278435510841,-73.74494746158182
220.0,-39.97278435510841,-73.74045588516123
220.0,-39.97278435510841,-73.73596430874062
220.0,-39.97278435510841,-73.73147273232003
220.0,-39.97278435510841,-73.72698115589944
220.0,-39.97278435510841,-73.72248957947883
220.0,-39.97278435510841,-73.71799800305824
220.0,-39.97278435510841,-73.71350642663764
220.0,-39.97278435510841,-73.70901485021705
277.0,-39.97278435510841,-73.70452327379644
277.0,-39.97278435510841,-73.70003169737585
277.0,-39.97278435510841,-73.69554012095524
277.0,-39.97278435510841,-73.69104854453465
277.0,-39.97278435510841,-73.68655696811405
277.0,-39.97278435510841,-73.68206539169346
277.0,-39.97278435510841,-73.67757381527285
277.0,-39.97278435510841,-73.67308223885226
277.0,-39.97278435510841,-73.66859066243167
6557.0,-39.97278435510841,-73.66409908601106
6557.0,-39.97278435510841,-73.65960750959047
6557.0,-39.97278435510841,-73.65511593316987
6557.0,-39.97278435510841,-73.65062435674928
6557.0,-39.97278435510841,-73.64613278032867
6557.0,-39.97278435510841,-73.64164120390808
6557.0,-39.97278435510841,-73.63714962748747
6557.0,-39.97278435510841,-73.63265805106688
